 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  4096, K:  4096, 0-th,     60
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6138
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1819
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2706
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5649
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1789
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3065
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     10
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5804
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1788
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2734
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5755
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1790
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2921
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  20256
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4053
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6695
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15437
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4126
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6922
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15527
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4089
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6941
====== CPU  INIT: M:     1, N: 32000, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 32000, K:  4096, 0-th,  43315
====== CPU  COMP: M:     1, N: 32000, K:  4096, 0-th,  11527
====== BLAS COMP: M:     1, N: 32000, K:  4096, 0-th,  20172
 is
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6070
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1859
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2575
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5724
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1850
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2782
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5748
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1843
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2770
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5722
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1801
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2692
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15789
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4838
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6747
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15747
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4773
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6657
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     23
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  16006
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4612
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6589
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11978
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1702
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2553
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5586
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1919
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2713
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5445
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1777
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2761
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11426
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1603
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2641
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14694
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4050
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6827
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15692
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4638
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6747
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  28711
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3799
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6707
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11452
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1703
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3698
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6361
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1704
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2649
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5830
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1725
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2863
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11495
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1597
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2705
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15618
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4598
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6935
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15170
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4115
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7048
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15448
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4097
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6900
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5965
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1810
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2601
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5920
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1792
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2593
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5518
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1785
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2861
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5904
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2034
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2714
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  28444
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3961
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6753
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15417
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4079
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6644
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15377
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3988
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6823
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11931
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1665
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2581
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5418
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1680
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2779
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5695
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1984
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2714
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5455
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1801
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2794
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27420
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3962
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6869
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15048
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4058
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6800
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  28690
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3796
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6595
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11050
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1522
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2497
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  10550
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1532
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2737
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5409
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1558
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2635
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5563
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1607
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2646
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15077
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4540
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6814
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  25459
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4109
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6856
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15663
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3923
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6839
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6153
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2035
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2609
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5851
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2016
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   3030
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5836
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1802
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2748
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11824
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1669
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2546
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27587
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3943
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6758
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14852
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4063
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7097
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  28580
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3832
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6592
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5901
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1674
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2613
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5771
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1766
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2748
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5792
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1689
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2586
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11271
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1557
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2797
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,     10
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14767
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4084
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6820
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15741
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4653
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6706
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     22
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15158
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3995
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6920
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11928
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1669
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2605
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5505
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1739
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2739
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5803
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1773
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2667
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5446
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1811
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2668
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  28246
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3957
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6728
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  19568
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4552
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6894
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15012
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   3931
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6686
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11745
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1596
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2501
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6058
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1729
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2596
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5672
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1760
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2778
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6343
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1826
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2751
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15568
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4147
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7034
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  16098
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4267
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   7106
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15611
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4117
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6754
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6126
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2040
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2575
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5689
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1990
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2770
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5708
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1796
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2793
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5575
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2045
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2783
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15145
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4139
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6879
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  15656
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4245
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6804
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     21
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  16087
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4616
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6699
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   6009
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   2007
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2531
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5871
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1798
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2758
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,     13
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5527
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1796
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2790
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11725
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1638
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2687
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  27760
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   3954
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6626
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14757
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4064
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6796
====== CPU  INIT: M:     1, N:  4096, K: 11008, 0-th,     20
====== BLAS INIT: M:     1, N:  4096, K: 11008, 0-th,  15449
====== CPU  COMP: M:     1, N:  4096, K: 11008, 0-th,   4005
====== BLAS COMP: M:     1, N:  4096, K: 11008, 0-th,   6841
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5951
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1800
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2619
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5881
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1801
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2684
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      9
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,  11801
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1604
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2691
====== CPU  INIT: M:     1, N:  4096, K:  4096, 0-th,      7
====== BLAS INIT: M:     1, N:  4096, K:  4096, 0-th,   5463
====== CPU  COMP: M:     1, N:  4096, K:  4096, 0-th,   1674
====== BLAS COMP: M:     1, N:  4096, K:  4096, 0-th,   2812
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
====== BLAS INIT: M:     1, N: 11008, K:  4096, 0-th,  14968
====== CPU  COMP: M:     1, N: 11008, K:  4096, 0-th,   4066
====== BLAS COMP: M:     1, N: 11008, K:  4096, 0-th,   6760
====== CPU  INIT: M:     1, N: 11008, K:  4096, 0-th,      8
