 Tell me the size of earth.
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     8, N:  5120, K:  5120, 0-th,     76
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3916
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8667
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2446
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4066
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8803
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2626
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4188
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23943
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6384
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10825
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24480
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6411
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11414
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  30563
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   7492
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  15874
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     15
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  12684
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3052
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4674
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13226
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3273
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   5515
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     32
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13155
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2979
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   5409
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13623
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3253
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   5699
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  38273
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6779
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  12711
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  33321
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7368
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  15746
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     31
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  34045
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   7343
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  14870
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     17
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  11196
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3404
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   6513
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     12
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  13480
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3044
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   5657
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     12
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  15725
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3051
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   6458
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  15247
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3056
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   5648
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     35
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  33580
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6434
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11236
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  28832
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6406
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11153
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24330
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6224
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  11142
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9405
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2803
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4170
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9118
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2804
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4162
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9221
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2820
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4220
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10239
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2756
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4183
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  25777
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6366
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11030
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23876
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6378
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10801
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24391
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6178
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10894
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18815
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2543
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4157
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8984
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2648
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4237
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9190
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2986
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4180
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9173
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2755
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3957
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24022
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6379
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10727
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  28899
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6368
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10721
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24241
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6091
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10649
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9290
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2844
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3885
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9087
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2812
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3991
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10329
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2752
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4052
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8801
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2768
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3978
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23532
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6372
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10736
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  33503
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6224
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10938
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     25
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23982
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6136
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10512
====== CPU  INIT: M:     1, N: 32000, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 32000, K:  5120, 0-th,  53873
====== CPU  COMP: M:     1, N: 32000, K:  5120, 0-th,  14181
====== BLAS COMP: M:     1, N: 32000, K:  5120, 0-th,  26147
T
DEBUG: n_threads changed to 1
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     12
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9496
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3128
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3926
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8965
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2801
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4091
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8986
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2804
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4103
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18137
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2656
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4092
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23289
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6288
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11035
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23898
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6446
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10548
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24017
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6173
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  15426
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  10225
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2821
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4653
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8943
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2828
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4441
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9153
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2979
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4171
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8777
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2688
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4211
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23288
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6407
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10849
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24189
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6379
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10665
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     45
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24451
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6149
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10710
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9644
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3153
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3980
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9006
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2812
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4234
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9139
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2800
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4056
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  11671
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2935
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4084
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23713
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6994
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10621
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  36280
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6212
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10605
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23996
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6105
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10483
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9318
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2799
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4172
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     14
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  18377
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2551
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4014
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  16950
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2377
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3936
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8958
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2745
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3925
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23634
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6317
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10780
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  25349
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6408
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10768
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24147
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6128
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10835
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9083
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2803
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4112
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9134
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2818
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4165
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  15259
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2568
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3953
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8790
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2615
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4060
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23207
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6967
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10897
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     12
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24129
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6417
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10721
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     28
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  24520
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6126
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10449
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9259
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2843
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3996
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9000
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2805
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4025
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8895
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2796
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4208
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9206
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2796
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3945
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24164
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7067
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10844
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  44364
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6917
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10502
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  33133
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   5922
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10661
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9082
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2796
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4040
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9167
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2813
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3991
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9224
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   3380
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3911
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8905
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2636
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4057
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  24070
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   7053
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10947
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     10
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  39778
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6222
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10789
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  23586
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6093
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10685
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9211
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2830
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4130
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   9238
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2808
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4138
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,   8994
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2818
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   4146
====== CPU  INIT: M:     1, N:  5120, K:  5120, 0-th,     17
====== BLAS INIT: M:     1, N:  5120, K:  5120, 0-th,  17583
====== CPU  COMP: M:     1, N:  5120, K:  5120, 0-th,   2374
====== BLAS COMP: M:     1, N:  5120, K:  5120, 0-th,   3974
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,      9
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  35592
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   6818
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  10812
====== CPU  INIT: M:     1, N: 13824, K:  5120, 0-th,     11
====== BLAS INIT: M:     1, N: 13824, K:  5120, 0-th,  23772
====== CPU  COMP: M:     1, N: 13824, K:  5120, 0-th,   8225
====== BLAS COMP: M:     1, N: 13824, K:  5120, 0-th,  11754
====== CPU  INIT: M:     1, N:  5120, K: 13824, 0-th,     27
====== BLAS INIT: M:     1, N:  5120, K: 13824, 0-th,  25975
====== CPU  COMP: M:     1, N:  5120, K: 13824, 0-th,   6139
====== BLAS COMP: M:     1, N:  5120, K: 13824, 0-th,  10807
